feature,importance,feature_type
arthritis flare,0.0,text
pain fatigue,0.0,text
pain feeling,0.0,text
pain felt,0.0,text
pain fever,0.0,text
pain head,0.0,text
pain headache,0.0,text
pain injection,0.0,text
pain interference,0.0,text
pain joint,0.0,text
pain joints,0.0,text
ox,0.0,text
overdose,0.0,text
onset feb,0.0,text
overall,0.0,text
onset jan,0.0,text
onset jul,0.0,text
onset jun,0.0,text
onset mar,0.0,text
onset nov,0.0,text
onset oct,0.0,text
onset recovered,0.0,text
onset sep,0.0,text
onset symptoms,0.0,text
open,0.0,text
opened,0.0,text
opposite,0.0,text
orally,0.0,text
orange,0.0,text
order,0.0,text
ascorbic acid,0.0,text
oriented,0.0,text
original,0.0,text
original omicron,0.0,text
oropharyngeal,0.0,text
oropharyngeal pain,0.0,text
osteoarthritis,0.0,text
otc,0.0,text
outbreak,0.0,text
outcomes,0.0,text
outpatient,0.0,text
outside,0.0,text
patient qualifiers,0.0,text
arm prophylaxis,0.0,text
propionate,0.0,text
apr lot,0.0,text
apr subject,0.0,text
pregnant,0.0,text
pregnant female,0.0,text
pregnant received,0.0,text
pregnant time,0.0,text
apr recovered,0.0,text
prescribed paxlovid,0.0,text
apr received,0.0,text
apr prophylactic,0.0,text
presentation,0.0,text
apr pm,0.0,text
presenting,0.0,text
apr patient,0.0,text
pressure high,0.0,text
patient recovered,0.0,text
pressure increased,0.0,text
pressure measurement,0.0,text
pressure medication,0.0,text
pressure unspecified,0.0,text
apr follow-up,0.0,text
prev,0.0,text
prev dose,0.0,text
prevent,0.0,text
previous,0.0,text
apr dose,0.0,text
previously administered,0.0,text
previously received,0.0,text
previously took,0.0,text
prednisone mg,0.0,text
april patient,0.0,text
pre-existing medical,0.0,text
april th,0.0,text
arm consumer,0.0,text
positive action,0.0,text
arm chills,0.0,text
positive notes,0.0,text
positive patient,0.0,text
positive positive,0.0,text
arm arm,0.0,text
positive therapeutic,0.0,text
possibility,0.0,text
arm apr,0.0,text
possible contributory,0.0,text
arm age,0.0,text
possible temperature,0.0,text
possibly,0.0,text
arm administration,0.0,text
post injection,0.0,text
post puncture,0.0,text
arm action,0.0,text
post vaccine,0.0,text
post-vaccination,0.0,text
posterior,0.0,text
potassium,0.0,text
potential,0.0,text
areas,0.0,text
potentially associated,0.0,text
area injection,0.0,text
pounds,0.0,text
apr described,0.0,text
apr apr,0.0,text
primary series,0.0,text
product storage,0.0,text
product use,0.0,text
product used,0.0,text
productive cough,0.0,text
products,0.0,text
approximately months,0.0,text
products patient,0.0,text
professional describes,0.0,text
professional office,0.0,text
professional patient,0.0,text
profile,0.0,text
profile pfizer,0.0,text
program,0.0,text
program contactable,0.0,text
program id,0.0,text
program reporter,0.0,text
progress,0.0,text
approximately minutes,0.0,text
progressively,0.0,text
promptly,0.0,text
promptly notified,0.0,text
pronounced,0.0,text
properly,0.0,text
prophylactic,0.0,text
prophylactic vaccination,0.0,text
prophylaxis covid,0.0,text
approximately hours,0.0,text
prophylaxis patient,0.0,text
product temperature,0.0,text
product start,0.0,text
apr age,0.0,text
product quality,0.0,text
prior administration,0.0,text
prior covid,0.0,text
prior onset,0.0,text
prior vaccination,0.0,text
appt,0.0,text
prior vaccine,0.0,text
prn,0.0,text
problem,0.0,text
problems,0.0,text
procedure,0.0,text
procedure follow-up,0.0,text
procedures,0.0,text
procedures available,0.0,text
approximately weeks,0.0,text
procedures safety,0.0,text
approximately temperature,0.0,text
process,0.0,text
agent,0.0,text
product adalimumab,0.0,text
product administered,0.0,text
product administration,0.0,text
product bnt,0.0,text
product covid,0.0,text
product dose,0.0,text
product evaluated,0.0,text
product exposed,0.0,text
product included,0.0,text
position,0.0,text
poor quality,0.0,text
arm contactable,0.0,text
paxlovid treatment,0.0,text
arm injection,0.0,text
pcr test,0.0,text
pe,0.0,text
pediatric,0.0,text
pediatric dose,0.0,text
pen,0.0,text
pending,0.0,text
penicillin,0.0,text
people,0.0,text
pepcid,0.0,text
percent,0.0,text
perform,0.0,text
perform follow-up,0.0,text
pericardial,0.0,text
pericarditis,0.0,text
arm hurts,0.0,text
period time,0.0,text
period weeks,0.0,text
periods,0.0,text
arm hurting,0.0,text
peripheral swelling,0.0,text
persist,0.0,text
persisted,0.0,text
persistent,0.0,text
persisting,0.0,text
arm hurt,0.0,text
person,0.0,text
arm itchy,0.0,text
paxlovid covid,0.0,text
personal independence,0.0,text
arm jan,0.0,text
patient recovering,0.0,text
arm pit,0.0,text
patient said,0.0,text
patient second,0.0,text
patient seen,0.0,text
patient started,0.0,text
patient stated,0.0,text
arm patient,0.0,text
patient symptoms,0.0,text
patient taken,0.0,text
patient taking,0.0,text
arm painful,0.0,text
arm pain,0.0,text
arm neck,0.0,text
patient unspecified,0.0,text
arm muscle,0.0,text
patient wanted,0.0,text
patient weight,0.0,text
patient went,0.0,text
patient wife,0.0,text
patient woke,0.0,text
arm little,0.0,text
patient years,0.0,text
patient years-old,0.0,text
patients,0.0,text
patients administered,0.0,text
patients received,0.0,text
arm hot,0.0,text
arm headache,0.0,text
point,0.0,text
pill,0.0,text
pink,0.0,text
pins,0.0,text
pins needles,0.0,text
pit,0.0,text
place,0.0,text
placed,0.0,text
placement,0.0,text
places,0.0,text
plan,0.0,text
planned,0.0,text
planned doses,0.0,text
plaque,0.0,text
platelet,0.0,text
platelet count,0.0,text
platelets,0.0,text
plausibility factors,0.0,text
plausibility information,0.0,text
pleural,0.0,text
arm day,0.0,text
pm day,0.0,text
pm patient,0.0,text
pm pm,0.0,text
pmh,0.0,text
pmhx,0.0,text
pna,0.0,text
arm covid,0.0,text
po,0.0,text
arm days,0.0,text
pick,0.0,text
pfizer biontech,0.0,text
arm dec,0.0,text
arm hand,0.0,text
pfizer covid,0.0,text
pfizer dose,0.0,text
pfizer lot,0.0,text
pfizer moderna,0.0,text
pfizer procedures,0.0,text
pfizer product,0.0,text
arm got,0.0,text
pfizer sponsored,0.0,text
pfizer suspect,0.0,text
pfizer vaccine,0.0,text
arm felt,0.0,text
pfizer-biontech covid,0.0,text
pfizer-sponsored,0.0,text
pfizer-sponsored program,0.0,text
pfs,0.0,text
pharmacist,0.0,text
pharmacist describes,0.0,text
arm feb,0.0,text
pharmacy drug,0.0,text
phlegm,0.0,text
phone,0.0,text
physical,0.0,text
physical exam,0.0,text
arm dose,0.0,text
physician,0.0,text
physician describes,0.0,text
sats,0.0,text
affect,0.0,text
saturday,0.0,text
binary__PRIOR_VAX__prior_flu_vax,0.0,structured
unchanged,0.0,text
unclear,0.0,text
uncomfortable,0.0,text
uncontrollable,0.0,text
underarm,0.0,text
underdose,0.0,text
undergo,0.0,text
undergo temperature,0.0,text
undergone,0.0,text
undergone temperature,0.0,text
underlying,0.0,text
underneath,0.0,text
binary__PRIOR_VAX__prior_other_vax,0.0,structured
underwent following,0.0,text
unspecified age,0.0,text
binary__ALLERGIES__anaphylaxis_history,0.0,structured
underwent temperature,0.0,text
unexpected,0.0,text
unexpected aesi,0.0,text
unexpected events,0.0,text
unit,0.0,text
units,0.0,text
unk,0.0,text
binary__CUR_ILL__lymphatic_edema,0.0,structured
unlabeled scientific,0.0,text
unlikely,0.0,text
unremarkable,0.0,text
unresponsive,0.0,text
unbearable,0.0,text
unassessable event,0.0,text
unassessable,0.0,text
unapproved storage,0.0,text
trunk,0.0,text
try,0.0,text
binary__LAB_DATA__cbc,0.0,structured
tube,0.0,text
binary__LAB_DATA__inflammation,0.0,structured
tumor,0.0,text
tunnel,0.0,text
turn,0.0,text
turned,0.0,text
turning,0.0,text
twice,0.0,text
twice day,0.0,text
twitching,0.0,text
binary__LAB_DATA__coagulation,0.0,structured
tylenol ibuprofen,0.0,text
tylenol unspecified,0.0,text
type,0.0,text
type diabetes,0.0,text
typical,0.0,text
ulcerative,0.0,text
ulcerative colitis,0.0,text
binary__PRIOR_VAX__other,0.0,structured
binary__PRIOR_VAX__prior_vax_reaction,0.0,structured
unable perform,0.0,text
unable sleep,0.0,text
unable walk,0.0,text
unapproved,0.0,text
binary__CUR_ILL__cancer_immunocompromised,0.0,structured
unspecified date,0.0,text
binary__AGE_YRS_MISSING,0.0,structured
vaccination concurrent,0.0,text
used,0.0,text
used date,0.0,text
used indication,0.0,text
user,0.0,text
usual,0.0,text
binary__HISTORY__autoimmune,0.0,structured
uti,0.0,text
vaccinated covid,0.0,text
vaccinated vial,0.0,text
vaccination apr,0.0,text
vaccination co-suspect,0.0,text
vaccination complication,0.0,text
vaccination concomitant,0.0,text
vaccination covid,0.0,text
binary__CUR_ILL__neuro_headache,0.0,structured
vaccination date,0.0,text
vaccination dose,0.0,text
vaccination failure,0.0,text
vaccination history,0.0,text
vaccination mar,0.0,text
binary__HISTORY__musculoskeletal,0.0,structured
vaccination occurrence,0.0,text
vaccination patient,0.0,text
vaccination prior,0.0,text
vaccination tested,0.0,text
vaccination years,0.0,text
binary__HISTORY__endocrine_thyroid,0.0,structured
vaccinations weeks,0.0,text
use provided,0.0,text
binary__CUR_ILL__acute_infection,0.0,structured
use date,0.0,text
binary__CUR_ILL__chronic_cardiovascular,0.0,structured
unspecified included,0.0,text
unspecified indication,0.0,text
binary__CUR_ILL__neurologic,0.0,structured
unspecified route,0.0,text
unsure,0.0,text
unusual,0.0,text
unwell,0.0,text
updated,0.0,text
binary__CUR_ILL__endocrine_thyroid,0.0,structured
binary__CUR_ILL__metabolic_endocrine,0.0,structured
upper body,0.0,text
upper chest,0.0,text
upper left,0.0,text
upper lip,0.0,text
upset,0.0,text
upset stomach,0.0,text
urinary,0.0,text
urinary tract,0.0,text
urine,0.0,text
binary__CUR_ILL__chronic_respiratory,0.0,structured
urticaria hives,0.0,text
us-modernatx,0.0,text
us-modernatx mod,0.0,text
us-pfizer,0.0,text
us-pfizer patient,0.0,text
us-pfizer reporter,0.0,text
usage,0.0,text
binary__OTHER_MEDS__statin,0.0,structured
binary__OTHER_MEDS__immunosuppressant,0.0,structured
troponin,0.0,text
time patient,0.0,text
acetylsalicylic,0.0,text
tightness chest,0.0,text
tightness throat,0.0,text
till,0.0,text
acetate,0.0,text
time administration,0.0,text
time covid,0.0,text
time expired,0.0,text
time follow-up,0.0,text
time headache,0.0,text
acetaminophen,0.0,text
according,0.0,text
time pain,0.0,text
time pm,0.0,text
triggered,0.0,text
time product,0.0,text
time pyrexia,0.0,text
time rash,0.0,text
time reporting,0.0,text
time vaccination,0.0,text
time vaccine,0.0,text
time vial,0.0,text
accidentally,0.0,text
times day,0.0,text
accidental underdose,0.0,text
tingling hands,0.0,text
tingling left,0.0,text
tingling numbness,0.0,text
tightening,0.0,text
tight,0.0,text
acetylsalicylic acid,0.0,text
thursday,0.0,text
aches nausea,0.0,text
th day,0.0,text
th dose,0.0,text
thaw,0.0,text
thaw state,0.0,text
thawed,0.0,text
therapeutic,0.0,text
therapeutic measures,0.0,text
aches headache,0.0,text
therapy date,0.0,text
thigh,0.0,text
thighs,0.0,text
thing,0.0,text
aches fatigue,0.0,text
thinks,0.0,text
thinner,0.0,text
ached,0.0,text
threw,0.0,text
ache headache,0.0,text
throat felt,0.0,text
throat swelling,0.0,text
throat tightness,0.0,text
throbbing,0.0,text
thrombosis,0.0,text
throw,0.0,text
throwing,0.0,text
ache,0.0,text
tingling sensation,0.0,text
tingly,0.0,text
accidental,0.0,text
tozinameran,0.0,text
traceable temperature,0.0,text
tract,0.0,text
tract infection,0.0,text
transient,0.0,text
able walk,0.0,text
treat,0.0,text
able sleep,0.0,text
treated ibuprofen,0.0,text
treated paracetamol,0.0,text
treating,0.0,text
ability,0.0,text
treatment covid,0.0,text
treatment details,0.0,text
treatment event,0.0,text
treatment events,0.0,text
treatment given,0.0,text
abdominal discomfort,0.0,text
treatment information,0.0,text
treatment medication,0.0,text
treatment medications,0.0,text
treatment patient,0.0,text
abdominal,0.0,text
treatment therapeutic,0.0,text
tremor,0.0,text
tremors,0.0,text
trial,0.0,text
binary__OTHER_MEDS__psych_meds,0.0,structured
traceable,0.0,text
touch vaccination,0.0,text
tiny,0.0,text
touch injection,0.0,text
accident,0.0,text
tired headache,0.0,text
abuse,0.0,text
tissue,0.0,text
abscess,0.0,text
toe,0.0,text
toes,0.0,text
abnormalities,0.0,text
tolerated,0.0,text
abnormal non,0.0,text
tomorrow,0.0,text
abnormal felt,0.0,text
abnormal feeling,0.0,text
abnormal,0.0,text
took benadryl,0.0,text
took concomitant,0.0,text
took dose,0.0,text
took ibuprofen,0.0,text
took mg,0.0,text
took tylenol,0.0,text
tooth,0.0,text
topical,0.0,text
total,0.0,text
total administered,0.0,text
total doses,0.0,text
totally,0.0,text
touch,0.0,text
vaccinator,0.0,text
vaccine ad,0.0,text
aches pain,0.0,text
weeks product,0.0,text
wearing,0.0,text
wednesday,0.0,text
cat__STATE_ND,0.0,structured
week later,0.0,text
week vaccine,0.0,text
weekend,0.0,text
cat__STATE_NC,0.0,structured
weeks ago,0.0,text
weeks covid,0.0,text
weeks later,0.0,text
weeks patient,0.0,text
weeks pregnant,0.0,text
weeks prior,0.0,text
cat__STATE_MT,0.0,structured
cat__STATE_LA,0.0,structured
weeks second,0.0,text
weeks vaccine,0.0,text
weight,0.0,text
weight height,0.0,text
weight loss,0.0,text
weight past,0.0,text
weight patient,0.0,text
weird,0.0,text
welt,0.0,text
cat__STATE_MS,0.0,structured
cat__STATE_MP,0.0,structured
cat__STATE_MH,0.0,structured
went bed,0.0,text
wear,0.0,text
weakness fatigue,0.0,text
cat__STATE_NE,0.0,structured
cat__STATE_NH,0.0,structured
vomiting diarrhea,0.0,text
vomiting vomiting,0.0,text
vs,0.0,text
waist,0.0,text
wait,0.0,text
cat__STATE_PW,0.0,structured
waiting,0.0,text
waiting area,0.0,text
wake,0.0,text
waking,0.0,text
cat__STATE_PR,0.0,structured
walked,0.0,text
cat__STATE_OK,0.0,structured
wall,0.0,text
want,0.0,text
wanted know,0.0,text
cat__STATE_NV,0.0,structured
wants know,0.0,text
warm,0.0,text
warmth,0.0,text
warmth injection,0.0,text
warmth warm,0.0,text
watch,0.0,text
watery,0.0,text
waves,0.0,text
way,0.0,text
wbc,0.0,text
cat__STATE_MD,0.0,structured
cat__STATE_KS,0.0,structured
vaccine administered,0.0,text
years right,0.0,text
cat__STATE_FM,0.0,structured
year old,0.0,text
year-old covid,0.0,text
cat__STATE_DC,0.0,structured
cat__STATE_CT,0.0,structured
cat__STATE_CO,0.0,structured
year-old patient,0.0,text
year-old single,0.0,text
years age,0.0,text
years ago,0.0,text
years covid,0.0,text
years dose,0.0,text
years left,0.0,text
cat__STATE_AS,0.0,structured
went sleep,0.0,text
years-old dose,0.0,text
years-old male,0.0,text
years-old non-pregnant,0.0,text
years-old single,0.0,text
yellow,0.0,text
cat__STATE_AL,0.0,structured
cat__STATE_AK,0.0,structured
cat__SEX_U,0.0,structured
young,0.0,text
yr,0.0,text
zinc,0.0,text
zofran,0.0,text
zoster,0.0,text
xbb comirnaty,0.0,text
xbb,0.0,text
x-ray,0.0,text
wrong vaccine,0.0,text
wet,0.0,text
wheelchair,0.0,text
wheezing,0.0,text
cat__STATE_IN,0.0,structured
white blood,0.0,text
cat__STATE_ID,0.0,structured
window,0.0,text
withheld,0.0,text
cat__STATE_IA,0.0,structured
woke morning,0.0,text
wondering,0.0,text
words,0.0,text
cat__STATE_HI,0.0,structured
cat__STATE_GU,0.0,structured
working,0.0,text
works,0.0,text
workup,0.0,text
worried,0.0,text
worsen,0.0,text
worsening,0.0,text
worst,0.0,text
wouldn,0.0,text
wound,0.0,text
wrist,0.0,text
wrists,0.0,text
wrong,0.0,text
wrong product,0.0,text
cat__STATE_QM,0.0,structured
vomited,0.0,text
vomit,0.0,text
vaccine past,0.0,text
vaccine got,0.0,text
vaccine hours,0.0,text
vaccine included,0.0,text
vaccine injection,0.0,text
vaccine instead,0.0,text
binary__MANU__NOVAVAX,0.0,structured
vaccine jan,0.0,text
vaccine jul,0.0,text
cat__YEAR_2025,0.0,structured
vaccine location,0.0,text
vaccine mar,0.0,text
vaccine moderna,0.0,text
vaccine mrna,0.0,text
cat__YEAR_2024,0.0,structured
volume,0.0,text
vaccine patients,0.0,text
vaccine pfizer,0.0,text
vaccine pharmacy,0.0,text
vaccine pm,0.0,text
vaccine primary,0.0,text
vaccine prior,0.0,text
vaccine received,0.0,text
vaccine reporter,0.0,text
vaccine resolved,0.0,text
vaccine route,0.0,text
vaccine second,0.0,text
vaccine series,0.0,text
vaccine shot,0.0,text
binary__MANU__UNKNOWN MANUFACTURER,0.0,structured
vaccine formulation,0.0,text
vaccine felt,0.0,text
vaccine feb,0.0,text
vaccine administration,0.0,text
vaccine adverse,0.0,text
vaccine affected,0.0,text
vaccine applicable,0.0,text
vaccine apr,0.0,text
vaccine arm,0.0,text
binary__ONSET_INTERVAL_MISSING,0.0,structured
vaccine bivalent,0.0,text
vaccine bnt,0.0,text
vaccine booster,0.0,text
vaccine bud,0.0,text
vaccine caller,0.0,text
vaccine clinic,0.0,text
vaccine concomitant,0.0,text
vaccine considered,0.0,text
binary__NUMDAYS_MISSING,0.0,structured
vaccine date,0.0,text
vaccine day,0.0,text
vaccine days,0.0,text
vaccine dec,0.0,text
binary__MULTI_MANUFACTURER,0.0,structured
vaccine did,0.0,text
vaccine doses,0.0,text
vaccine eua,0.0,text
vaccine event,0.0,text
vaccine experienced,0.0,text
vaccine expired,0.0,text
vaccine site,0.0,text
cat__YEAR_2020,0.0,structured
vaccine started,0.0,text
verbatim,0.0,text
vial,0.0,text
vial cooler,0.0,text
vial did,0.0,text
vial initially,0.0,text
vial moved,0.0,text
vial punctured,0.0,text
vial stored,0.0,text
vial temperature,0.0,text
vials,0.0,text
vials punctured,0.0,text
viral,0.0,text
cat__STATE_TN,0.0,structured
virus test,0.0,text
cat__STATE_SD,0.0,structured
vision,0.0,text
vision blurred,0.0,text
visual,0.0,text
vit,0.0,text
vital,0.0,text
vital signs,0.0,text
cat__STATE_RI,0.0,structured
vitamin,0.0,text
vitamin nos,0.0,text
vitamin vitamin,0.0,text
vitamins,0.0,text
vitamins nos,0.0,text
voice,0.0,text
cat__STATE_UT,0.0,structured
ventricular,0.0,text
vaccine stated,0.0,text
venous,0.0,text
vaccine stored,0.0,text
cat__STATE_XB,0.0,structured
cat__STATE_WV,0.0,structured
vaccine treatment,0.0,text
vaccine trial,0.0,text
vaccine used,0.0,text
vaccine vaccine,0.0,text
vaccine vial,0.0,text
vaccine weeks,0.0,text
vaccine went,0.0,text
vaccine year-old,0.0,text
cat__STATE_VT,0.0,structured
vaccines administered,0.0,text
vaccines experienced,0.0,text
vaccines weeks,0.0,text
vaers,0.0,text
vaginal,0.0,text
vaginal bleeding,0.0,text
valve,0.0,text
cat__STATE_VI,0.0,structured
vascular,0.0,text
vasovagal,0.0,text
vax,0.0,text
ve,0.0,text
vein,0.0,text
vein thrombosis,0.0,text
veins,0.0,text
tests procedures,0.0,text
testing positive,0.0,text
agency,0.0,text
site warm,0.0,text
site pruritus,0.0,text
site rash,0.0,text
site reaction,0.0,text
site red,0.0,text
site redness,0.0,text
site resolved,0.0,text
site sore,0.0,text
site soreness,0.0,text
site swelling,0.0,text
site swollen,0.0,text
site tenderness,0.0,text
site time,0.0,text
site vaccination,0.0,text
site warmth,0.0,text
slept,0.0,text
site year-old,0.0,text
site-medium,0.0,text
site-mild,0.0,text
administration mar,0.0,text
situation,0.0,text
administration left,0.0,text
sized,0.0,text
administration jan,0.0,text
administration error,0.0,text
administration dose,0.0,text
sleep apnea,0.0,text
sleep night,0.0,text
sleeping,0.0,text
site patient,0.0,text
administration patient,0.0,text
site mass,0.0,text
site left,0.0,text
significantly,0.0,text
adult female,0.0,text
admission,0.0,text
simvastatin,0.0,text
administration unspecified,0.0,text
administration time,0.0,text
single dose,0.0,text
single lot,0.0,text
administration second,0.0,text
sinus infection,0.0,text
sinuses,0.0,text
sinusitis,0.0,text
sister,0.0,text
sit,0.0,text
administration right,0.0,text
site action,0.0,text
site arm,0.0,text
site bruising,0.0,text
site consumer,0.0,text
site days,0.0,text
site erythema,0.0,text
site fatigue,0.0,text
site headache,0.0,text
site induration,0.0,text
site injection,0.0,text
site itching,0.0,text
site itchy,0.0,text
sleepy,0.0,text
slept day,0.0,text
spine,0.0,text
specialist,0.0,text
soreness arm,0.0,text
soreness injection,0.0,text
soreness left,0.0,text
sores,0.0,text
sort,0.0,text
sought,0.0,text
sound,0.0,text
administered received,0.0,text
spasm,0.0,text
spasms,0.0,text
speak,0.0,text
speaking,0.0,text
special,0.0,text
specifically,0.0,text
slept hours,0.0,text
specified,0.0,text
specify,0.0,text
speech,0.0,text
spells,0.0,text
spent,0.0,text
spike,0.0,text
spikevax,0.0,text
spikevax batch,0.0,text
spikevax covid,0.0,text
spikevax nos,0.0,text
spikevax pfs,0.0,text
spikevax reporter,0.0,text
spikevax route,0.0,text
administered right,0.0,text
administered temperature,0.0,text
sore left,0.0,text
sore injection,0.0,text
administration arm,0.0,text
slight fever,0.0,text
slight headache,0.0,text
administration apr,0.0,text
slow,0.0,text
slowly,0.0,text
slurred,0.0,text
small,0.0,text
smaller,0.0,text
administering,0.0,text
smell taste,0.0,text
smoker,0.0,text
sneezing,0.0,text
administered vaccines,0.0,text
social,0.0,text
sodium,0.0,text
sodium synthroid,0.0,text
soft,0.0,text
solicited,0.0,text
administered vaccine,0.0,text
solution injection,0.0,text
somewhat,0.0,text
somnolence,0.0,text
son,0.0,text
soon,0.0,text
administered use,0.0,text
sore arm,0.0,text
significant information,0.0,text
adult patient,0.0,text
adverse effect,0.0,text
sense smell,0.0,text
section additional,0.0,text
section therapeutic,0.0,text
seeing,0.0,text
age patient,0.0,text
seen,0.0,text
age,0.0,text
seizures,0.0,text
afternoon,0.0,text
sender,0.0,text
afraid,0.0,text
afib,0.0,text
sensations,0.0,text
affecting,0.0,text
sense taste,0.0,text
sign,0.0,text
sensitive,0.0,text
sensitivity,0.0,text
affected sender,0.0,text
obstructive,0.0,text
sep,0.0,text
sep described,0.0,text
sep dose,0.0,text
sep patient,0.0,text
sep recovered,0.0,text
sepsis,0.0,text
september,0.0,text
sequelae,0.0,text
series,0.0,text
age sex,0.0,text
seconds,0.0,text
secondary,0.0,text
age time,0.0,text
say,0.0,text
saying,0.0,text
says,0.0,text
scale,0.0,text
scalp,0.0,text
scared,0.0,text
schedule,0.0,text
age years,0.0,text
schedule vaccine,0.0,text
scheduled,0.0,text
school,0.0,text
scientific,0.0,text
scientific plausibility,0.0,text
sclerosis,0.0,text
age year-old,0.0,text
seasonal,0.0,text
seasonal allergies,0.0,text
seated,0.0,text
age vaccination,0.0,text
second booster,0.0,text
second covid,0.0,text
second day,0.0,text
second dose,0.0,text
second moderna,0.0,text
second pfizer,0.0,text
second shot,0.0,text
second vaccination,0.0,text
series mrna,0.0,text
series patient,0.0,text
series suspension,0.0,text
advil,0.0,text
shortly,0.0,text
advice,0.0,text
shortness breath,0.0,text
adverse reactions,0.0,text
shot arm,0.0,text
shot given,0.0,text
shot got,0.0,text
shot patient,0.0,text
shot started,0.0,text
shots,0.0,text
adverse reaction,0.0,text
shoulder blade,0.0,text
shoulder elbow,0.0,text
shoulder neck,0.0,text
adverse events,0.0,text
shoulders,0.0,text
adverse event,0.0,text
shower,0.0,text
showing,0.0,text
shows,0.0,text
sick,0.0,text
sick days,0.0,text
sick stomach,0.0,text
sickness,0.0,text
adverse effects,0.0,text
sides,0.0,text
sight,0.0,text
short breath,0.0,text
shooting pain,0.0,text
sertraline,0.0,text
shooting,0.0,text
services,0.0,text
set,0.0,text
setting,0.0,text
sever,0.0,text
aesi,0.0,text
severe body,0.0,text
severe chills,0.0,text
severe fatigue,0.0,text
severe headaches,0.0,text
severe joint,0.0,text
severe muscle,0.0,text
severe pain,0.0,text
severe reaction,0.0,text
severely,0.0,text
severity,0.0,text
sex,0.0,text
sex patient,0.0,text
shakes,0.0,text
aes,0.0,text
shaky,0.0,text
sharp pain,0.0,text
shellfish,0.0,text
ae,0.0,text
shingles vaccine,0.0,text
shingrix,0.0,text
shivering,0.0,text
shock,0.0,text
spinal,0.0,text
spinning,0.0,text
testing,0.0,text
symptoms covid,0.0,text
swollen arm,0.0,text
swollen injection,0.0,text
swollen itchy,0.0,text
swollen left,0.0,text
swollen lymph,0.0,text
swollen painful,0.0,text
swollen red,0.0,text
swollen tongue,0.0,text
sx,0.0,text
symptomatic,0.0,text
actually,0.0,text
symptoms began,0.0,text
symptoms continued,0.0,text
symptoms days,0.0,text
activities,0.0,text
symptoms fever,0.0,text
symptoms gone,0.0,text
activity necessary,0.0,text
activity certain,0.0,text
activity,0.0,text
symptoms resolved,0.0,text
symptoms started,0.0,text
symptoms subsided,0.0,text
syncopal,0.0,text
syncopal episode,0.0,text
syncope,0.0,text
syndrome,0.0,text
synthroid,0.0,text
acute chronic,0.0,text
swelling vaccination,0.0,text
swelling tongue,0.0,text
acute hypoxemic,0.0,text
suspected,0.0,text
suspected clinical,0.0,text
suspected covid,0.0,text
suspension,0.0,text
suspension injection,0.0,text
swab,0.0,text
swallow,0.0,text
swallowing,0.0,text
sweat,0.0,text
sweating,0.0,text
acute respiratory,0.0,text
sweaty,0.0,text
swell,0.0,text
swelled,0.0,text
acute kidney,0.0,text
swelling arm,0.0,text
swelling face,0.0,text
swelling injection,0.0,text
swelling itching,0.0,text
swelling left,0.0,text
swelling lymph,0.0,text
swelling non,0.0,text
swelling pain,0.0,text
swelling redness,0.0,text
swelling right,0.0,text
swelling swelling,0.0,text
swelling swollen,0.0,text
syringe,0.0,text
systemic allergic,0.0,text
spo,0.0,text
tenderness,0.0,text
temperature degree,0.0,text
temperature degrees,0.0,text
temperature excursion,0.0,text
temperature excursions,0.0,text
temperature high,0.0,text
temperature hours,0.0,text
temperature monitor,0.0,text
temperature recordings,0.0,text
temporal,0.0,text
temporal association,0.0,text
temporal relationship,0.0,text
tender,0.0,text
tender touch,0.0,text
tenderness injection,0.0,text
systemic dizziness,0.0,text
term,0.0,text
terrible,0.0,text
aching,0.0,text
test came,0.0,text
test covid,0.0,text
test positive,0.0,text
test result,0.0,text
test results,0.0,text
achiness,0.0,text
tested covid,0.0,text
tested negative,0.0,text
aches pains,0.0,text
tested post,0.0,text
temperature data,0.0,text
achy,0.0,text
acid aspirin,0.0,text
tell,0.0,text
systemic fainting,0.0,text
systolic,0.0,text
tab,0.0,text
active,0.0,text
tablets,0.0,text
tachycardia,0.0,text
action taken,0.0,text
taken blood,0.0,text
taken covid,0.0,text
taken mrna,0.0,text
taken result,0.0,text
taken unspecified,0.0,text
taken using,0.0,text
takes,0.0,text
action response,0.0,text
taking tylenol,0.0,text
talk,0.0,text
talked,0.0,text
talking,0.0,text
acid reflux,0.0,text
taste mouth,0.0,text
taste smell,0.0,text
team,0.0,text
team reporter,0.0,text
team year-old,0.0,text
technician,0.0,text
teeth,0.0,text
suspect vaccine,0.0,text
suspect product,0.0,text
suspect drug,0.0,text
stated feeling,0.0,text
administered expired,0.0,text
started having,0.0,text
started hours,0.0,text
started hurting,0.0,text
started itching,0.0,text
started taking,0.0,text
administered doses,0.0,text
starting mrna,0.0,text
starts,0.0,text
administered dose,0.0,text
state dec,0.0,text
administered days,0.0,text
stated did,0.0,text
stated felt,0.0,text
ad,0.0,text
stated patient,0.0,text
administered day,0.0,text
status,0.0,text
stay,0.0,text
stayed,0.0,text
steady,0.0,text
stenosis,0.0,text
stent,0.0,text
steps,0.0,text
administered arm,0.0,text
administered apr,0.0,text
stiff,0.0,text
stiff neck,0.0,text
started feeling,0.0,text
administered left,0.0,text
started experiencing,0.0,text
started days,0.0,text
spoke,0.0,text
sponsored,0.0,text
sponsored program,0.0,text
spot,0.0,text
administered prophylactic,0.0,text
spread,0.0,text
spreading,0.0,text
administered products,0.0,text
st dose,0.0,text
st nd,0.0,text
